id,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
248.00,0.00,5.80,0.20,0.27,1.40,0.03,12.00,77.00,0.99,3.25,0.36,10.90,7.00
249.00,0.00,5.60,0.19,0.26,1.40,0.03,12.00,76.00,0.99,3.25,0.37,10.90,7.00
250.00,0.00,6.10,0.41,0.14,10.40,0.04,18.00,119.00,1.00,3.38,0.45,10.00,5.00
251.00,0.00,5.90,0.21,0.28,4.60,0.05,40.00,199.00,1.00,3.72,0.70,10.00,4.00
252.00,0.00,8.50,0.26,0.21,16.20,0.07,41.00,197.00,1.00,3.02,0.50,9.80,3.00
253.00,0.00,6.90,0.40,0.56,11.20,0.04,40.00,142.00,1.00,3.14,0.46,8.70,5.00
254.00,0.00,5.80,0.24,0.44,3.50,0.03,5.00,109.00,0.99,3.53,0.43,11.70,3.00
255.00,0.00,5.80,0.24,0.39,1.50,0.05,37.00,158.00,0.99,3.21,0.52,9.30,6.00
256.00,0.00,6.70,0.26,0.39,1.10,0.04,45.00,147.00,0.99,3.32,0.58,9.60,8.00
257.00,0.00,6.30,0.35,0.30,5.70,0.04,8.00,97.00,0.99,3.27,0.41,11.00,7.00
258.00,0.00,6.30,0.35,0.30,5.70,0.04,8.00,97.00,0.99,3.27,0.41,11.00,7.00
259.00,0.00,6.40,0.23,0.39,1.80,0.03,23.00,118.00,0.99,3.32,0.50,11.80,6.00
260.00,0.00,5.80,0.36,0.38,0.90,0.04,3.00,75.00,0.99,3.28,0.34,11.40,4.00
261.00,0.00,6.90,0.12,0.35,5.40,0.05,36.00,108.00,0.99,3.32,0.42,10.20,6.00
262.00,0.00,6.90,0.29,0.40,19.45,0.04,36.00,156.00,1.00,2.93,0.47,8.90,5.00
263.00,0.00,6.90,0.28,0.40,8.20,0.04,15.00,95.00,0.99,3.17,0.33,10.20,5.00
264.00,0.00,7.20,0.29,0.40,13.60,0.05,66.00,231.00,1.00,3.08,0.59,9.60,6.00
265.00,0.00,6.20,0.24,0.35,1.20,0.04,22.00,167.00,0.99,3.10,0.48,10.60,6.00
266.00,0.00,6.90,0.29,0.40,19.45,0.04,36.00,156.00,1.00,2.93,0.47,8.90,5.00
267.00,0.00,6.90,0.32,0.26,8.30,0.05,32.00,180.00,1.00,3.25,0.51,9.20,6.00
268.00,0.00,5.30,0.58,0.07,6.90,0.04,34.00,149.00,0.99,3.34,0.57,9.70,5.00
269.00,0.00,5.30,0.59,0.07,7.10,0.04,34.00,145.00,0.99,3.34,0.57,9.70,6.00
270.00,0.00,5.40,0.59,0.07,7.00,0.05,36.00,147.00,0.99,3.34,0.57,9.70,6.00
271.00,0.00,6.90,0.32,0.26,8.30,0.05,32.00,180.00,1.00,3.25,0.51,9.20,6.00
272.00,0.00,5.20,0.60,0.07,7.00,0.04,33.00,147.00,0.99,3.33,0.58,9.70,5.00
273.00,0.00,5.80,0.25,0.26,13.10,0.05,44.00,148.00,1.00,3.29,0.38,9.30,5.00
274.00,0.00,6.60,0.58,0.30,5.10,0.06,30.00,123.00,0.99,3.24,0.38,9.00,5.00
275.00,0.00,7.00,0.29,0.54,10.70,0.05,59.00,234.00,1.00,3.05,0.61,9.50,5.00
276.00,0.00,6.60,0.19,0.41,8.90,0.05,51.00,169.00,1.00,3.14,0.57,9.80,6.00
277.00,0.00,6.70,0.20,0.41,9.10,0.04,50.00,166.00,1.00,3.14,0.58,9.80,6.00
278.00,0.00,7.70,0.26,0.40,1.10,0.04,9.00,60.00,0.99,2.89,0.50,10.60,5.00
279.00,0.00,6.80,0.32,0.34,1.20,0.04,14.00,67.00,0.99,3.05,0.47,10.60,4.00
280.00,0.00,7.00,0.30,0.49,4.70,0.04,17.00,105.00,0.99,3.26,0.68,12.40,7.00
281.00,0.00,7.00,0.24,0.36,2.80,0.03,22.00,112.00,0.99,3.19,0.38,12.60,8.00
282.00,0.00,6.10,0.31,0.58,5.00,0.04,36.00,114.00,0.99,3.30,0.60,12.30,8.00
283.00,0.00,6.80,0.44,0.37,5.10,0.05,46.00,201.00,0.99,3.08,0.65,10.50,4.00
284.00,0.00,6.70,0.34,0.30,15.60,0.05,51.00,196.00,1.00,3.19,0.49,9.30,5.00
285.00,0.00,7.10,0.35,0.24,15.40,0.06,46.00,198.00,1.00,3.12,0.49,8.80,5.00
286.00,0.00,7.30,0.32,0.25,7.20,0.06,47.00,180.00,1.00,3.08,0.47,8.80,5.00
287.00,0.00,6.50,0.28,0.33,15.70,0.05,51.00,190.00,1.00,3.22,0.51,9.70,6.00
288.00,0.00,7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
289.00,0.00,7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
290.00,0.00,7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
291.00,0.00,7.20,0.23,0.39,14.20,0.06,49.00,192.00,1.00,2.98,0.48,9.00,7.00
292.00,0.00,5.90,0.15,0.31,5.80,0.04,53.00,155.00,0.99,3.52,0.46,10.50,6.00
293.00,0.00,7.40,0.28,0.42,19.80,0.07,53.00,195.00,1.00,2.96,0.44,9.10,5.00
294.00,0.00,6.20,0.28,0.22,7.30,0.04,26.00,157.00,1.00,3.44,0.64,9.80,7.00
295.00,0.00,9.10,0.59,0.38,1.60,0.07,34.00,182.00,1.00,3.23,0.38,8.50,3.00
296.00,0.00,6.30,0.33,0.27,1.20,0.05,34.00,175.00,0.99,3.37,0.54,9.40,6.00
297.00,0.00,8.30,0.39,0.70,10.60,0.05,33.00,169.00,1.00,3.09,0.57,9.40,5.00
298.00,0.00,7.20,0.19,0.46,3.80,0.04,82.00,187.00,0.99,3.19,0.60,11.20,7.00
299.00,0.00,7.50,0.17,0.44,11.30,0.05,65.00,146.00,1.00,3.17,0.45,10.00,6.00
300.00,0.00,6.70,0.17,0.50,2.10,0.04,27.00,122.00,0.99,3.15,0.45,10.30,6.00
301.00,0.00,6.10,0.41,0.00,1.60,0.06,36.00,87.00,0.99,3.27,0.67,10.80,6.00
302.00,0.00,8.30,0.20,0.35,0.90,0.05,12.00,74.00,0.99,3.13,0.38,10.50,6.00
303.00,0.00,6.10,0.41,0.00,1.60,0.06,36.00,87.00,0.99,3.27,0.67,10.80,6.00
304.00,0.00,6.00,0.29,0.21,1.30,0.06,42.00,168.00,0.99,3.32,0.43,11.10,6.00
305.00,0.00,7.30,0.41,0.24,6.80,0.06,41.00,163.00,0.99,3.20,0.41,9.90,6.00
306.00,0.00,7.30,0.41,0.24,6.80,0.06,41.00,163.00,0.99,3.20,0.41,9.90,6.00
307.00,0.00,7.20,0.43,0.24,6.70,0.06,40.00,163.00,1.00,3.20,0.41,9.90,5.00
308.00,0.00,7.30,0.40,0.24,6.70,0.06,41.00,166.00,1.00,3.20,0.41,9.90,6.00
309.00,0.00,6.20,0.33,0.27,4.90,0.04,30.00,134.00,0.99,3.20,0.42,10.40,7.00
310.00,0.00,6.20,0.31,0.26,4.80,0.04,36.00,148.00,0.99,3.21,0.41,10.40,6.00
311.00,0.00,6.10,0.36,0.27,2.10,0.04,16.00,100.00,0.99,3.40,0.71,11.50,7.00
312.00,0.00,5.00,0.55,0.14,8.30,0.03,35.00,164.00,0.99,3.53,0.51,12.50,8.00
313.00,0.00,7.80,0.25,0.41,3.70,0.04,37.00,149.00,1.00,3.36,0.45,10.00,6.00
314.00,0.00,5.70,0.36,0.21,6.70,0.04,51.00,166.00,0.99,3.29,0.63,10.00,6.00
315.00,0.00,5.80,0.34,0.21,6.60,0.04,50.00,167.00,0.99,3.29,0.62,10.00,5.00
316.00,0.00,6.80,0.28,0.60,1.10,0.13,42.00,127.00,0.99,3.09,0.44,9.10,6.00
317.00,0.00,6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6.00
318.00,0.00,6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
319.00,0.00,5.90,0.30,0.47,7.85,0.03,19.00,133.00,0.99,3.52,0.43,11.50,7.00
320.00,0.00,6.10,0.13,0.25,3.30,0.04,10.00,69.00,0.99,3.54,0.59,10.10,6.00
321.00,0.00,6.00,0.10,0.24,1.10,0.04,15.00,65.00,0.99,3.61,0.61,10.30,7.00
322.00,0.00,6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
323.00,0.00,6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6.00
324.00,0.00,6.80,0.28,0.44,9.30,0.03,35.00,137.00,0.99,3.16,0.36,10.40,6.00
325.00,0.00,8.30,0.41,0.51,2.00,0.05,11.00,207.00,0.99,3.02,0.55,11.40,5.00
326.00,0.00,7.50,0.27,0.31,5.80,0.06,131.00,313.00,0.99,3.18,0.59,10.50,5.00
327.00,0.00,7.90,0.26,0.41,15.15,0.04,38.00,216.00,1.00,2.96,0.60,10.00,6.00
328.00,0.00,6.40,0.34,0.23,6.30,0.04,37.00,143.00,0.99,3.19,0.65,10.00,6.00
329.00,0.00,6.50,0.28,0.35,15.40,0.04,55.00,195.00,1.00,3.23,0.50,9.60,6.00
330.00,0.00,7.20,0.21,0.41,1.30,0.04,33.00,85.00,0.99,3.17,0.51,10.40,5.00
331.00,0.00,6.40,0.32,0.35,4.80,0.03,34.00,101.00,0.99,3.36,0.60,12.50,8.00
332.00,0.00,6.80,0.24,0.34,4.60,0.03,37.00,135.00,0.99,3.20,0.39,10.60,5.00
333.00,0.00,6.30,0.23,0.30,1.80,0.03,16.00,91.00,0.99,3.28,0.40,11.80,6.00
334.00,0.00,6.50,0.28,0.34,9.90,0.04,30.00,133.00,1.00,3.11,0.44,9.80,5.00
335.00,0.00,5.60,0.26,0.26,5.70,0.03,12.00,80.00,0.99,3.25,0.38,10.80,5.00
336.00,0.00,6.30,0.23,0.30,1.80,0.03,16.00,91.00,0.99,3.28,0.40,11.80,6.00
337.00,0.00,6.30,0.23,0.33,1.50,0.04,15.00,105.00,0.99,3.32,0.42,11.20,6.00
338.00,0.00,5.80,0.27,0.27,12.30,0.05,55.00,170.00,1.00,3.28,0.42,9.30,6.00
339.00,0.00,5.90,0.26,0.40,1.30,0.05,12.00,139.00,0.99,3.45,0.53,10.40,5.00
340.00,0.00,6.60,0.18,0.35,1.50,0.05,49.00,141.00,0.99,3.43,0.85,10.20,7.00
341.00,0.00,7.40,0.20,0.43,7.80,0.05,27.00,153.00,1.00,3.19,0.55,9.00,7.00
342.00,0.00,8.00,0.24,0.36,1.50,0.05,17.00,129.00,0.99,3.20,0.54,10.00,6.00
343.00,0.00,6.40,0.26,0.42,9.70,0.04,30.00,140.00,1.00,3.18,0.47,9.10,6.00
344.00,0.00,5.40,0.31,0.47,3.00,0.05,46.00,144.00,0.99,3.29,0.76,10.00,5.00
345.00,0.00,5.40,0.29,0.47,3.00,0.05,47.00,145.00,0.99,3.29,0.75,10.00,6.00
346.00,0.00,7.10,0.15,0.33,4.60,0.05,33.00,131.00,0.99,3.28,0.40,9.60,6.00
347.00,0.00,5.60,0.34,0.10,1.30,0.03,20.00,68.00,0.99,3.36,0.51,11.20,7.00
348.00,0.00,6.70,0.19,0.41,15.60,0.06,75.00,155.00,1.00,3.20,0.44,8.80,6.00
349.00,0.00,7.80,0.18,0.46,13.60,0.05,38.00,118.00,1.00,3.15,0.50,10.00,6.00
350.00,0.00,7.60,0.17,0.45,11.20,0.05,56.00,137.00,1.00,3.15,0.47,10.00,5.00
351.00,0.00,6.30,0.12,0.36,2.10,0.04,47.00,146.00,0.99,3.27,0.74,11.40,7.00
352.00,0.00,7.30,0.33,0.40,6.85,0.04,32.00,138.00,0.99,3.03,0.30,11.90,7.00
353.00,0.00,5.50,0.34,0.30,2.50,0.07,27.00,128.00,0.99,3.14,0.51,9.60,6.00
354.00,0.00,7.30,0.33,0.40,6.85,0.04,32.00,138.00,0.99,3.03,0.30,11.90,7.00
355.00,0.00,5.80,0.40,0.42,4.40,0.05,38.50,245.00,0.99,3.25,0.57,9.60,6.00
356.00,0.00,7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
357.00,0.00,7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
358.00,0.00,6.10,0.36,0.33,1.10,0.05,24.00,169.00,0.99,3.15,0.78,9.50,6.00
359.00,0.00,10.00,0.20,0.39,1.40,0.05,19.00,152.00,0.99,3.00,0.42,10.40,6.00
360.00,0.00,6.90,0.24,0.34,4.70,0.04,43.00,161.00,0.99,3.20,0.59,10.60,6.00
361.00,0.00,6.40,0.24,0.32,14.90,0.05,54.00,162.00,1.00,3.28,0.50,10.20,6.00
362.00,0.00,7.10,0.37,0.14,1.20,0.06,24.00,84.00,0.99,3.15,0.43,8.90,5.00
363.00,0.00,6.80,0.15,0.30,5.30,0.05,40.00,127.00,0.99,3.40,0.39,9.70,6.00
364.00,0.00,7.30,0.22,0.37,14.30,0.06,48.00,191.00,1.00,2.89,0.38,9.00,6.00
365.00,0.00,6.80,0.16,0.40,2.30,0.04,18.00,102.00,0.99,3.49,0.42,11.40,7.00
366.00,0.00,6.00,0.26,0.32,3.50,0.03,29.00,113.00,0.99,3.40,0.71,12.30,7.00
367.00,0.00,6.00,0.18,0.27,1.50,0.09,40.00,143.00,0.99,3.49,0.62,10.80,6.00
368.00,0.00,6.90,0.33,0.21,1.00,0.05,39.00,148.00,0.99,3.12,0.45,9.40,6.00
369.00,0.00,7.70,0.29,0.48,2.30,0.05,36.00,178.00,0.99,3.17,0.64,10.60,6.00
370.00,0.00,7.10,0.39,0.35,12.50,0.04,26.00,72.00,0.99,3.17,0.29,11.60,5.00
371.00,0.00,6.90,0.33,0.21,1.00,0.05,39.00,148.00,0.99,3.12,0.45,9.40,6.00
372.00,0.00,7.70,0.29,0.48,2.30,0.05,36.00,178.00,0.99,3.17,0.64,10.60,6.00
373.00,0.00,6.60,0.91,0.19,0.80,0.05,17.00,204.00,0.99,3.34,0.56,10.00,5.00
374.00,0.00,7.20,0.27,0.27,2.40,0.05,30.00,149.00,0.99,3.10,0.51,9.20,6.00
375.00,0.00,5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
376.00,0.00,5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
377.00,0.00,6.40,0.31,0.28,1.50,0.04,12.00,119.00,0.99,3.32,0.51,10.40,7.00
378.00,0.00,7.30,0.20,0.44,1.40,0.05,21.00,98.00,0.99,3.15,0.46,10.00,7.00
379.00,0.00,5.70,0.32,0.50,2.60,0.05,17.00,155.00,0.99,3.22,0.64,10.00,6.00
380.00,0.00,6.40,0.31,0.28,1.50,0.04,12.00,119.00,0.99,3.32,0.51,10.40,7.00
381.00,0.00,7.30,0.20,0.44,1.40,0.05,21.00,98.00,0.99,3.15,0.46,10.00,7.00
382.00,0.00,7.20,0.28,0.26,12.50,0.05,48.00,179.00,1.00,3.10,0.52,9.00,6.00
383.00,0.00,7.50,0.35,0.28,9.60,0.05,26.00,157.00,1.00,3.12,0.53,9.20,6.00
384.00,0.00,7.20,0.27,0.27,2.40,0.05,30.00,149.00,0.99,3.10,0.51,9.20,6.00
385.00,0.00,6.00,0.36,0.39,3.20,0.03,20.00,125.00,0.99,3.38,0.39,11.30,7.00
386.00,0.00,5.10,0.33,0.22,1.60,0.03,18.00,89.00,0.99,3.51,0.38,12.50,7.00
387.00,0.00,5.00,0.17,0.56,1.50,0.03,24.00,115.00,0.99,3.48,0.39,10.80,7.00
388.00,0.00,6.30,0.39,0.35,5.90,0.04,82.50,260.00,0.99,3.12,0.66,10.10,5.00
389.00,0.00,6.70,0.21,0.32,5.40,0.05,29.00,140.00,1.00,3.39,0.46,9.70,6.00
390.00,0.00,7.00,0.30,0.38,14.90,0.03,60.00,181.00,1.00,3.18,0.61,9.30,7.00
391.00,0.00,7.00,0.30,0.38,14.90,0.03,60.00,181.00,1.00,3.18,0.61,9.30,7.00
392.00,0.00,6.50,0.36,0.32,1.10,0.03,13.00,66.00,0.99,3.10,0.46,10.60,5.00
393.00,0.00,6.10,0.55,0.15,9.80,0.03,19.00,125.00,1.00,3.36,0.47,10.20,6.00
394.00,0.00,7.30,0.24,0.43,2.00,0.02,20.00,69.00,0.99,3.08,0.56,12.20,6.00
395.00,0.00,6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
396.00,0.00,6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
397.00,0.00,8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
398.00,0.00,6.30,0.20,0.40,1.50,0.04,35.00,107.00,0.99,3.46,0.50,11.40,6.00
399.00,0.00,5.90,0.26,0.27,18.20,0.05,52.00,168.00,1.00,3.35,0.44,9.40,5.00
400.00,0.00,6.40,0.19,0.42,2.90,0.03,32.00,83.00,0.99,3.30,0.41,11.70,6.00
401.00,0.00,6.30,0.20,0.40,1.50,0.04,35.00,107.00,0.99,3.46,0.50,11.40,6.00
402.00,0.00,6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
403.00,0.00,6.10,0.35,0.07,1.40,0.07,22.00,108.00,0.99,3.23,0.52,9.20,5.00
404.00,0.00,7.10,0.27,0.31,18.20,0.05,55.00,252.00,1.00,3.07,0.56,8.70,5.00
405.00,0.00,6.80,0.22,0.31,6.30,0.04,33.00,170.00,0.99,3.24,0.66,12.60,6.00
406.00,0.00,6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
407.00,0.00,5.80,0.28,0.34,4.00,0.03,40.00,99.00,0.99,3.39,0.39,12.80,7.00
408.00,0.00,6.90,0.49,0.24,1.20,0.05,13.00,125.00,0.99,3.17,0.51,9.40,5.00
409.00,0.00,6.30,0.14,0.39,1.20,0.04,26.00,116.00,0.99,3.26,0.53,10.30,6.00
410.00,0.00,8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
411.00,0.00,7.20,0.25,0.39,18.95,0.04,42.00,155.00,1.00,2.97,0.47,9.00,6.00
412.00,0.00,7.30,0.28,0.36,12.70,0.04,38.00,140.00,1.00,3.30,0.79,9.60,6.00
413.00,0.00,7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
414.00,0.00,7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
415.00,0.00,7.20,0.25,0.39,18.95,0.04,42.00,155.00,1.00,2.97,0.47,9.00,6.00
416.00,0.00,7.30,0.28,0.36,12.70,0.04,38.00,140.00,1.00,3.30,0.79,9.60,6.00
417.00,0.00,7.40,0.21,0.27,1.20,0.04,27.00,99.00,0.99,3.19,0.33,9.80,6.00
418.00,0.00,6.80,0.26,0.22,7.70,0.05,57.00,210.00,1.00,3.10,0.47,9.00,5.00
419.00,0.00,7.40,0.21,0.27,1.20,0.04,27.00,99.00,0.99,3.19,0.33,9.80,6.00
420.00,0.00,7.40,0.31,0.28,1.60,0.05,33.00,137.00,0.99,3.31,0.56,10.50,6.00
421.00,0.00,7.00,0.22,0.31,2.70,0.03,41.00,136.00,0.99,3.16,0.37,12.70,7.00
422.00,0.00,7.00,0.21,0.28,8.70,0.05,37.00,222.00,1.00,3.25,0.54,10.40,6.00
423.00,0.00,7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
424.00,0.00,7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
425.00,0.00,6.90,0.23,0.38,8.30,0.05,47.00,162.00,1.00,3.34,0.52,10.50,7.00
426.00,0.00,7.00,0.21,0.28,8.70,0.05,37.00,222.00,1.00,3.25,0.54,10.40,6.00
427.00,0.00,7.00,0.21,0.28,8.60,0.05,37.00,221.00,1.00,3.25,0.54,10.40,6.00
428.00,0.00,6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
429.00,0.00,7.80,0.21,0.27,1.20,0.05,20.00,89.00,0.99,3.06,0.46,9.10,5.00
430.00,0.00,7.10,0.31,0.47,13.60,0.06,54.00,197.00,1.00,3.10,0.49,9.30,5.00
431.00,0.00,6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
432.00,0.00,6.40,0.34,0.10,1.10,0.05,19.00,84.00,0.99,3.21,0.38,9.80,5.00
433.00,0.00,7.40,0.16,0.34,2.30,0.05,73.50,214.00,0.99,3.18,0.61,9.90,7.00
434.00,0.00,7.20,0.55,0.09,1.50,0.11,16.00,151.00,0.99,3.07,0.57,9.20,4.00
435.00,0.00,7.00,0.23,0.36,7.10,0.03,31.00,104.00,0.99,3.35,0.47,12.10,8.00
436.00,0.00,6.90,0.20,0.37,6.20,0.03,24.00,97.00,0.99,3.38,0.49,12.20,7.00
437.00,0.00,6.10,0.28,0.32,2.50,0.04,23.00,218.50,0.99,3.27,0.60,9.80,5.00
438.00,0.00,6.60,0.16,0.32,1.40,0.04,49.00,186.00,0.99,3.35,0.64,12.40,8.00
439.00,0.00,7.40,0.16,0.34,2.30,0.05,73.50,214.00,0.99,3.18,0.61,9.90,7.00
440.00,0.00,6.20,0.35,0.04,1.20,0.06,23.00,108.00,0.99,3.26,0.54,9.20,5.00
441.00,0.00,6.70,0.22,0.37,1.60,0.03,24.00,102.00,0.99,3.29,0.59,11.60,7.00
442.00,0.00,6.10,0.38,0.20,6.60,0.03,25.00,137.00,0.99,3.30,0.69,10.40,6.00
443.00,0.00,6.00,0.25,0.28,2.20,0.03,54.00,126.00,0.99,3.43,0.65,12.90,8.00
444.00,0.00,6.60,0.52,0.44,12.20,0.05,54.00,245.00,1.00,3.26,0.54,9.30,6.00
445.00,0.00,6.90,0.24,0.36,20.80,0.03,40.00,139.00,1.00,3.20,0.33,11.00,6.00
446.00,0.00,7.10,0.32,0.32,11.00,0.04,16.00,66.00,0.99,3.24,0.40,11.50,3.00
447.00,0.00,5.80,0.28,0.27,2.60,0.05,30.00,156.00,0.99,3.53,0.42,12.40,5.00
448.00,0.00,6.50,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
449.00,0.00,6.50,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
450.00,0.00,6.40,0.28,0.29,1.60,0.05,34.00,127.00,0.99,3.48,0.56,10.50,7.00
451.00,0.00,7.20,0.60,0.20,9.90,0.07,21.00,174.00,1.00,3.03,0.54,9.10,5.00
452.00,0.00,6.10,0.20,0.25,1.20,0.04,34.00,128.00,0.99,3.24,0.44,10.10,5.00
453.00,0.00,5.90,0.46,0.14,2.70,0.04,27.00,160.00,0.99,3.46,0.51,10.60,7.00
454.00,0.00,6.00,0.27,0.27,1.60,0.05,32.00,113.00,0.99,3.41,0.51,10.50,7.00
455.00,0.00,6.40,0.28,0.29,1.60,0.05,34.00,127.00,0.99,3.48,0.56,10.50,7.00
456.00,0.00,6.40,0.41,0.24,14.00,0.05,24.00,113.00,1.00,3.44,0.53,9.80,6.00
457.00,0.00,6.30,0.23,0.31,1.50,0.02,11.00,82.00,0.99,3.30,0.40,12.90,7.00
458.00,0.00,7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
459.00,0.00,6.00,0.37,0.32,1.00,0.05,31.00,218.50,0.99,3.29,0.72,9.80,6.00
460.00,0.00,6.10,0.43,0.35,9.10,0.06,83.00,249.00,1.00,3.37,0.50,8.50,5.00
461.00,0.00,7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
462.00,0.00,7.00,0.25,0.29,15.20,0.05,40.00,171.00,1.00,3.22,0.45,9.30,5.00
463.00,0.00,5.90,0.25,0.19,12.40,0.05,50.00,162.00,1.00,3.35,0.38,9.50,5.00
464.00,0.00,6.80,0.32,0.21,2.20,0.04,15.00,68.00,0.99,3.17,0.39,9.40,6.00
465.00,0.00,7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
466.00,0.00,6.30,0.21,0.58,10.00,0.08,34.00,126.00,1.00,2.95,0.46,8.90,5.00
467.00,0.00,7.00,0.14,0.32,9.00,0.04,54.00,141.00,1.00,3.22,0.43,9.40,6.00
468.00,0.00,6.80,0.32,0.21,2.20,0.04,15.00,68.00,0.99,3.17,0.39,9.40,6.00
469.00,0.00,7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
470.00,0.00,7.20,0.29,0.53,18.15,0.05,59.00,182.00,1.00,3.09,0.52,9.60,5.00
471.00,0.00,8.60,0.37,0.70,12.15,0.04,21.00,158.00,1.00,3.00,0.73,9.30,6.00
472.00,0.00,6.50,0.38,0.34,3.40,0.04,34.00,200.00,0.99,3.14,0.76,10.00,5.00
473.00,0.00,6.60,0.24,0.29,2.00,0.02,19.00,86.00,0.99,3.25,0.45,12.50,6.00
474.00,0.00,7.00,0.17,0.31,4.80,0.03,34.00,132.00,0.99,3.36,0.48,9.60,7.00
475.00,0.00,5.50,0.16,0.22,4.50,0.03,30.00,102.00,0.99,3.24,0.36,9.40,6.00
476.00,0.00,7.00,0.24,0.51,11.00,0.03,55.00,227.00,1.00,3.03,0.61,9.50,5.00
477.00,0.00,7.40,0.28,0.36,1.10,0.03,42.00,105.00,0.99,2.99,0.39,12.40,7.00
478.00,0.00,7.00,0.22,0.28,1.50,0.04,29.00,115.00,0.99,3.11,0.55,10.50,6.00
479.00,0.00,7.10,0.55,0.13,1.70,0.07,21.00,165.00,0.99,2.97,0.58,9.20,6.00
480.00,0.00,6.30,0.22,0.33,1.70,0.04,67.00,164.00,0.99,3.32,0.56,10.40,6.00
481.00,0.00,6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
482.00,0.00,5.90,0.36,0.41,1.30,0.05,45.00,104.00,0.99,3.33,0.51,10.60,6.00
483.00,0.00,5.80,0.25,0.24,13.30,0.04,41.00,137.00,1.00,3.34,0.42,9.50,5.00
484.00,0.00,6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
485.00,0.00,6.20,0.37,0.30,6.60,0.35,79.00,200.00,1.00,3.29,0.58,9.60,5.00
486.00,0.00,6.20,0.18,0.38,1.50,0.03,36.00,117.00,0.99,3.47,0.54,9.70,6.00
487.00,0.00,6.00,0.16,0.37,1.50,0.03,43.00,117.00,0.99,3.46,0.51,9.70,6.00
488.00,0.00,6.60,0.34,0.28,1.30,0.04,32.00,90.00,0.99,3.10,0.42,10.70,6.00
489.00,0.00,7.40,0.29,0.29,1.60,0.05,53.00,180.00,0.99,3.34,0.68,10.50,6.00
490.00,0.00,7.40,0.26,0.31,7.60,0.05,52.00,177.00,1.00,3.13,0.45,8.90,6.00
491.00,0.00,7.00,0.28,0.36,1.00,0.04,8.00,70.00,0.99,3.09,0.46,12.10,6.00
492.00,0.00,7.10,0.23,0.39,1.60,0.03,12.00,65.00,0.99,3.25,0.40,12.70,7.00
493.00,0.00,7.80,0.19,0.26,8.90,0.04,42.00,182.00,1.00,3.18,0.46,9.90,6.00
494.00,0.00,6.30,0.19,0.28,1.80,0.02,28.00,158.00,0.99,3.20,0.64,11.40,6.00
495.00,0.00,6.80,0.20,0.38,4.70,0.04,27.00,103.00,0.99,3.37,0.58,10.70,6.00
